word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W555,46-50,regimen,n.,療程；治療方案,treatment regimens。,,,,regimen in context：在語境中使用 regimen；learn regimen：學習「療程；治療方案」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses regimen in context.：考卷在語境中使用 regimen。
W556,46-50,sample,n.,樣本,patient sample。,,,,sample in context：在語境中使用 sample；learn sample：學習「樣本」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses sample in context.：考卷在語境中使用 sample。
W557,46-50,implementation,n.,實施；導入,real-world implementation。,,,,implementation in context：在語境中使用 implementation；learn implementation：學習「實施；導入」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses implementation in context.：考卷在語境中使用 implementation。
W558,46-50,low-income,adj.,低收入的,low-income countries。,,,,low-income in context：在語境中使用 low-income；learn low-income：學習「低收入的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses low-income in context.：考卷在語境中使用 low-income。
W559,46-50,middle-income,adj.,中等收入的,middle-income countries。,,,,middle-income in context：在語境中使用 middle-income；learn middle-income：學習「中等收入的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses middle-income in context.：考卷在語境中使用 middle-income。
W560,46-50,region,n.,地區,countries and regions。,,,,region in context：在語境中使用 region；learn region：學習「地區」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses region in context.：考卷在語境中使用 region。
W561,46-50,restrict,v.,限制,may be restricted by poor services。,,restrict-restricted-restricted,restricting,restrict in context：在語境中使用 restrict；learn restrict：學習「限制」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses restrict in context.：考卷在語境中使用 restrict。
W562,46-50,inefficient,adj.,效率低的,inefficient systems。,,,,inefficient in context：在語境中使用 inefficient；learn inefficient：學習「效率低的」,system：系統；service：服務,ineffective：無效率的,efficient：有效率的,The exam uses inefficient in context.：考卷在語境中使用 inefficient。
W563,46-50,deficiency,n.,不足；缺乏,deficiency of therapists。,,,,deficiency in context：在語境中使用 deficiency；learn deficiency：學習「不足；缺乏」,shortage：短缺；therapist：治療師,lack：缺乏,sufficiency：足夠,The exam uses deficiency in context.：考卷在語境中使用 deficiency。
W564,46-50,therapist,n.,治療師,deficiency of therapists。,,,,therapist in context：在語境中使用 therapist；learn therapist：學習「治療師」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses therapist in context.：考卷在語境中使用 therapist。
W565,46-50,standardized,adj.,標準化的,standardized education and training。,,,,standardized in context：在語境中使用 standardized；learn standardized：學習「標準化的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses standardized in context.：考卷在語境中使用 standardized。
W566,46-50,education,n.,教育,education and training。,,,,education in context：在語境中使用 education；learn education：學習「教育」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses education in context.：考卷在語境中使用 education。
W567,46-50,training,n.,訓練,standardized training。,,,,training in context：在語境中使用 training；learn training：學習「訓練」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses training in context.：考卷在語境中使用 training。
W568,46-50,physician,n.,醫師,community physicians。,,,,physician in context：在語境中使用 physician；learn physician：學習「醫師」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses physician in context.：考卷在語境中使用 physician。
W569,46-50,government agency,n.,政府機關,government agencies。,,,,government agency in context：在語境中使用 government agency；learn government agency：學習「政府機關」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses government agency in context.：考卷在語境中使用 government agency。
W570,46-50,awareness,n.,意識；認知,improve awareness。,,,,awareness in context：在語境中使用 awareness；learn awareness：學習「意識；認知」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses awareness in context.：考卷在語境中使用 awareness。
W571,46-50,persistent,adj.,持續的,effects appear to be persistent。,,,,persistent in context：在語境中使用 persistent；learn persistent：學習「持續的」,duration：持續時間；effect：效果,lasting：持續的,temporary：暫時的,The exam uses persistent in context.：考卷在語境中使用 persistent。
W572,46-50,slightly,adv.,稍微地,slightly larger after follow-up。,,,,slightly in context：在語境中使用 slightly；learn slightly：學習「稍微地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses slightly in context.：考卷在語境中使用 slightly。
W573,46-50,follow-up,n./adj.,追蹤；後續的,12 weeks follow-up investigation。,,,,follow-up in context：在語境中使用 follow-up；learn follow-up：學習「追蹤；後續的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses follow-up in context.：考卷在語境中使用 follow-up。
W574,46-50,investigation,n.,調查；研究,follow-up investigation。,,,,investigation in context：在語境中使用 investigation；learn investigation：學習「調查；研究」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses investigation in context.：考卷在語境中使用 investigation。
W575,46-50,immediately,adv.,立即地,immediately post-treatment。,,,,immediately in context：在語境中使用 immediately；learn immediately：學習「立即地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses immediately in context.：考卷在語境中使用 immediately。
W576,46-50,post-treatment,adj.,治療後的,post-treatment results。,,,,post-treatment in context：在語境中使用 post-treatment；learn post-treatment：學習「治療後的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses post-treatment in context.：考卷在語境中使用 post-treatment。
W577,46-50,long-lasting,adj.,長期持續的,long-lasting health economic effects。,,,,long-lasting in context：在語境中使用 long-lasting；learn long-lasting：學習「長期持續的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses long-lasting in context.：考卷在語境中使用 long-lasting。
W578,46-50,require,v.,需要；要求,effects require further study。,,require-required-required,requiring,require in context：在語境中使用 require；learn require：學習「需要；要求」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses require in context.：考卷在語境中使用 require。
